 MAKEDONYA ÜNİVERSİTELERİ,,,,
,,,,
FAKÜLTE GİRİŞİNDE SINAV VARDIR DİL+BÖLÜM,,,,
BİLGİ EĞİTİMİ,2.000€,MAKEDONCA,,
BİLGİSAYAR MÜHENDİSLİĞİ ,2.000€,MAKEDONCA,,
BİLGİSAYAR BİLİMLERİ,2.000€,MAKEDONCA,,
PROFESYONEL PROGRAMLAMA ÇALIŞMALARI ,2.000€,MAKEDONCA,,
ÜRETİM MÜHENDİSLİĞİ ,2.000€,MAKEDONCA,,
TERMAL ENERJİ MÜHENDİSLİĞİ ,2.000€,MAKEDONCA,,
HİDROLİK ENERJİ MÜHENDİSLİĞİ,2.000€,MAKEDONCA,,
ENDÜSTRİ MÜHENDİSLİĞİ VE YÖNETİMİ ,2.000€,MAKEDONCA,,
ENDÜSTRİYEL TASARIM MÜHENDİSLİĞİ ,2.000€,MAKEDONCA,,
METALURJİ DİJİTAL MÜHENDİSLİĞİ,2.500€,İNGİLİZCE,,
İNORGANİK MÜHENDİSLİK VE ÇEVRE KORUMA ,2.000€,MAKEDONCA,,
GİYİM TASARIMI VE MÜHENDİSLİĞİ,2.500€,İNGİLİZCE,,
BİYOTEKNOLOJİ,2.000€,MAKEDONCA,,
MALZEME VE NANO TEKNOLOJİ MÜHENDİSLİĞİ ,2.000€,MAKEDONCA,,
COĞRAFYA ÖĞRETMENLİĞİ ,2.000€,MAKEDONCA,,
TURİZM,2.000€,MAKEDONCA,,
MATEMATİK ÖĞRETMENLİĞİ ,1.500€,MAKEDONCA,,
FİZİK ÖĞRETMENLİĞİ ,1.500€,MAKEDONCA,,
KİMYA ÖĞRETMENLİĞİ,1.500€,MAKEDONCA,,
EKONOMİ,1.500€,MAKEDONCA,,
ULUSLARARASI TİCARET,1.500€,MAKEDONCA,,
GAZETECİLİK ,2.000€,MAKEDONCA,,
FELSEFE,1.000€,MAKEDONCA,,
SOSYOLOJİ,1.000€,MAKEDONCA,,
TARİH,1.000€,MAKEDONCA,,
SANAT TARİHİ,1.000€,MAKEDONCA,,
ARKEOLOJİ,1.000€,MAKEDONCA,,
KLASİK FİLOLOJİ,1.000€,MAKEDONCA,,
ÖZEL EĞİTİM VE REHABİLİTASYON ,1.000€,MAKEDONCA,,
MAKEDON DİLİ VE EDEBİYATI ,400€,MAKEDONCA,,
TÜRK DİLİ VE EDEBİYATI ,400€,MAKEDONCA,,
FRANSIZCA TERCÜMANLIK ,400€,MAKEDONCA,,
ROMEN DİLİ VE EDEBİYATI ,400€,MAKEDONCA,,
RUSÇA (BAŞLANGIÇ SEVİYESİ),400€,MAKEDONCA,,
LEHÇE (BAŞLANGIÇ SEVİYESİ),400€,MAKEDONCA,,
SLOVENCE (BAŞLANGIÇ SEVİYESİ),400€,MAKEDONCA,,
ALMAN DİLİ VE EDEBİYATI,400€,MAKEDONCA,,
İNGİLİZ DİLİ VE EDEBİYATI,400€,MAKEDONCA,,
ÇEVİRİ VE SÖZLÜ ÇEVİRİ (İNG/ALM/FRA),400€,MAKEDONCA,,
İTALYAN DİLİ VE EDEBİYATI,400€,MAKEDONCA,,
iLKÖĞRETİM SINIF ÖĞRETMENLİĞİ,800€,MAKEDONCA,,
MAKEDONYA SINIF ÖĞRETMENLİĞİ,800€,MAKEDONCA,,
ARNAVUT SINIF ÖĞRETMENLİĞİ,800€,MAKEDONCA,,
TÜRKÇE SINIF ÖĞRETMENLİĞİ,800€,MAKEDONCA,,
OKUL ÖNCESİ EĞİTİM,800€,MAKEDONCA,,
KÜTÜPHANECİLİK ,800€,MAKEDONCA,,
BEDEN VE SAĞLIK EĞİTİMİ,1.200€,MAKEDONCA,,
SPOR ANTRENÖRLÜĞÜ,1.200€,MAKEDONCA,,
HEMŞİRELİK ,1.000€,MAKEDONCA,,
RADJOLOJİ TEKNİKER ,1.000€,MAKEDONCA,,
KONUŞMA TERAPİSTİ,1.000€,MAKEDONCA,,
FİZYOTERAPİ,1.000€,MAKEDONCA,,
EBELİK,1.000€,MAKEDONCA,,
DİYET TERAPİSTİ VE DİYETETİK,2.000€,MAKEDONCA,,
PEYZAJ MİMARLIĞI ,500€,MAKEDONCA,,
VETERİNERLİK ,3000€/4000€,MAKEDONCA\ İNGİLİZCE,,
FİLM VE TV YÖNETMENLİĞİ ,1.500€,MAKEDONCA,,
GÜZEL SANATLAR (HEYKEL/RESİM/GRAFİK),1.500€,MAKEDONCA,,
MÜZİK SANATLARI FAKÜLTESİ,1.300€,MAKEDONCA,,
