,,,HAZIRLIK,,,,
BÜKREŞ İNŞAAT MÜHENDİSLİĞİ TEKNİK ÜNİVERSİTESİ (UTCB),,,4.500€,,,,
İNŞAAT MÜHENDİSLİĞİ,FRANSIZCA İNGİLİZCE,2.430€,,,,,
"İNŞAAT, ENDÜSTİREYEL VE TASARIM",ROMENCE,2.430€,EVRAKLARIN ÇEVİRİSİNİ ROMANYA'DAN İSTİYOR. ,,,,
KENTSEL MÜHENDİSLİK VE BÖLGESEL KALKINMA,ROMENCE,2.430€,TÜRKİYE'DEN HERHANGİ BİR ÇEVRİLİ EVRAK KULLANILMIYOR.,,,,
İNŞAAT MÜHENDİSLİĞİ VE YÖNETİMİ,ROMENCE,2.430€,,,,,
İNŞAAT TESİSLERİ,ROMENCE,2.430€,,,,,
OTOMASYON VE UYGULAMALI BİLGİSAYAR BİLİMİ,ROMENCE,2.430€,,,,,
MEKATRONİK,ROMENCE,2.430€,,,,,
HİDROTEKNİK GELİŞMELER VE İNŞAATLAR,ROMENCE,2.430€,,,,,
SU TEMİNİ VE KANALİZASYON SİSTEMLERİ,ROMENCE,2.430€,,,,,
ARAZİ ÖLÇÜMLERİ VE KADASTRO,ROMENCE,2.430€,,,,,
İNŞAAT İÇİN TEKNOLOJİK EKİPMANLAR,ROMENCE,2.430€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
BÜKREŞ IONMINCU MİMARLIK ÜNİVERSİTESİ,,,2.780€,,,,
MİMARLIK,İNGİLİZCE,3.500€,,MİMARLIK BÖLÜMÜNÜN GİRİŞİNDE ÇİZİM SINAVI VARDIR.,,,
İÇ MİMARLIK,ROMENCE,3.500€,,BİR SENE BAŞKA OKULDA HAZIRLIK EĞİTİMİ ALIRKEN ÇİZİM DERSLERİ,,,
MİMARİ KORUMA VE RESTORASYON,ROMENCE,3.500€,,ALABİLİR. BU ÜNİVERSİTEDEN BİRİNCİ SINIFTAN BAŞLAR.,,,
KENTSEL TASARIM VE PLANLAMA,ROMENCE,3.500€,,,,,
PEYZAJ VE PLANLAMA,ROMENCE,3.500€,,,,,
ÜRÜN TASARIMI,ROMENCE ,3.500€,,,,,
MOBİLYA VE İÇ TASARIM,ROMENCE,3.500€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
BÜKREŞ ASE EKONOMİ ÜNİVERSİTESİ,,,2.700€,,,,
YÖNETİM VE KAMU YÖNETİMİ,ROMENCE,2.700€,,,,,
İŞ VE TURİZM,İNGİLİZCE ROMENCE,2.700€,,,,,
"SİBERNETİK, İSTATİSTİK VE EKONOMİK BİLİŞİM",İNGİLİZCE ROMENCE,2.700€,,,,,
MUHASEBE VE YÖNETİM BİLİŞİMİ,İNGİLİZCE ROMENCE,2.700€,,,,,
HUKUK,ROMENCE,2.700€,,,,,
TEORİK VE UYGULAMALI İKTİSAT,ROMENCE,2.700€,,,,,
TARIM VE ÇEVRE EKONOMİSİ,ROMENCE,2.700€,,,,,
İŞLETME,FRANSIZCA ALMANCA İNGİLİZCE,2.700€,,,,,
"FİNANS, SİGORTA, BANKALAR VE BORSALAR",İNGİLİZCE ROMENCE,2.700€,,,,,
PAZARLAMA,İNGİLİZCE ROMENCE,2.700€,,,,,
ULUSLARASI EKONOMİK İLİŞKİLER,İNGİLİZCE ROMENCE FRANSIZCA,2.700€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
BÜKREŞ ULUSAL SPOR VE KINEZITERAPI ÜNİVERSİTESİ,,,2.780€,,,,
BEDEN VE SPOR EĞİTİMİ,FRANSIZCA ROMENCE,2.400€,,,,,
FİZİK SPOR VE KİNEZİTERAPİÖZEL MOTRİS ÇALIŞMALARI,ROMENCE,2.400€,,,,,
SPOR VE MOTOR PERFORMANSI,İNGİLİZCE,2.400€,,,,,
SPOR YÖNETİMİ VE PAZARLAMA,ROMENCE,2.400€,,,,,
GÜVENLİK KORUMA,ROMENCE ,2.400€,,,,,
KRİMİNOLOJİ,ROMENCE,2.400€,,,,,
FİTNESS VE REKREASYON,ROMENCE,2.400€,,,,,
BEDEN EĞİTİMİ VE SPOR ÖĞRETMENLİĞİ,ROMENCE,2.400€,,,,,
"OTEL, TURİZM VE EĞLENCE HİZMETLERİ",ROMENCE,2.400€,,,,,
"ANTRANÖRLÜK (ATLETİZM, ASKERİ, JİMNASTİK, YÜZME OYUN TEORİSİ)",ROMENCE,2.400€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
BÜKREŞ POLİTEKNİK ÜNİVERSİTESİ,,,2.430€,,,,
"ÖLÇÜMLER, ELEKTRİKLİ CİHAZLAR VE STATİK DÖNÜŞTÜRÜCÜLER",ROMENCE İNGİLİZCE,2.430€,,,,,
ELEKTRİK MÜHENDİSLİĞİ,ROMENCE İNGİLİZCE,2.430€,,,,,
"MAKİNE, MALZEME VE ELEKTRİKLİ SİSTEMLERİ",ROMENCE ,2.430€,,,,,
ENERJİ ÜRETİMİ VE KULLANIMI,ROMENCE ,2.430€,,,,,
ELEKTRİK GÜÇ SİSTEMLERİ,ROMENCE ,2.430€,,,,,
" HİDROLİK, HİDROLİK MAKİNALARVE ÇEVRE MÜHENDİSLİĞİ",ROMENCE ,2.430€,,,,,
OTOMASYON VE SİSTEM MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
OTOMASYON VE ENDÜSTRİYEL BİLİŞİM,ROMENCE ,2.430€,,,,,
BİLGİSAYAR,ROMENCE ,2.430€,,,,,
KİMYA MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
TELEKOMÜNİKASYON,ROMENCE ,2.430€,,,,,
"ELEKTRONİK CİHAZLAR, DEVRELER VE MİMARİLER",ROMENCE ,2.430€,,,,,
UYGULAMALI ELEKTRONİK VE ENFORMASYON MÜHENDİSLİĞİ,ROMENCE,2.430€,,,,,
MAKİNA MÜHENDİSLİĞİ,ROMENCE İNGİLİZCE,2.430€,,,,,
ENDÜSTRİ MÜHENDİSLİĞİ VE İŞLETME,ROMENCE,2.430€,,,,,
ENDÜSTRİ MÜHENDİSLİĞİ,İNGİLİZCE ,2.430€,,,,,
ELEKTRİK MÜHENDİSLİĞİ,ROMENCE İNGİLİZCE,2.430€,,,,,
ROBOTİK,ROMENCE ,2.430€,,,,,
KALİTE MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
GIDA MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
OTOMOTİV MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
MALZEME BİLİMİ,ROMENCE ,2.430€,,,,,
TIBBİ MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
BİYOMÜHENDİSLİK,ROMENCE ,2.430€,,,,,
KİMYA MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
FİZİK MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
UYGULAMALI MATEMATİK BÖLÜMÜ,ROMENCE ,2.430€,,,,,
FİZİK MÜHENDİSLİĞİ,ROMENCE ,2.430€,,,,,
TIBBİ EKİPMANLAR VE SİSTEMLER,ROMENCE İNGİLİZCE,2.430€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
BÜKREŞ TARIM VE VETERİNERLİK ÜNİVERSİTESİ,,,2.780€,,,,
VETERİNERLİK,ROMENCE FRANSIZCA İNGİLİZCE,6.030€,,,,,
ZİRAAT MÜHENDİSLİĞİ,ROMENCE ,3.000€,,,,,
BAHÇE BİTKİLERİ,ROMENCE ,3.000€,,,,,
HAYVANSAL ÜRETİM MÜHENDİSLİĞİ VE YÖNETİMİ,ROMENCE ,3.000€,,,,,
HAYVANSAL VE BİTKİSEL GIDA TEKNOLOJİLERİ MÜHENDİSLİĞİ,ROMENCE ,3.000€,,,,,
ÇEVRE VE YER ÖLÇÜMLERİ MÜHENDİSLİĞİ,ROMENCE ,3.000€,,,,,
BİYOTEKNOLOJİ,ROMENCE ,3.000€,,,,,
ENDÜSTRİYEL BİYOTEKNOLOJİ,ROMENCE ,3.000€,,,,,
KIRSAL İKTİSADİKALKINMA VE TURİZM,ROMENCE ,3.000€,,,,,
KIRSAL KALKINMA VE YÖNETİM,ROMENCE ,3.000€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
ROMEN AMERİKAN ÜNİVERSİTESİ,,,3.400€,,,,
ULUSLARARASI İLİŞKİLER,İNGİLİZCE,3.400€,,,,,
HUKUK,ROMENCE,3.400€,,,,,
MUHASEBE VE YÖNETİM BİLİŞİMİ,ROMENCE,3.400€,,,,,
FİNANS VE BANKALAR,ROMENCE,3.400€,,,,,
BEDEN VE SPOR EĞİTİMİ,ROMENCE,3.400€,,,,,
FİZYOTERAPİ VE ÖZEL MOTRİSİTE,ROMENCE,3.400€,,,,,
EKONOMİK BİLİŞİM,İNGİLİZCE,3.400€,,,,,
İŞLETME,ROMENCE,3.400€,,,,,
PAZARLAMA,İNGİLİZCE,3.400€,,,,,
"RTİCARET, TURİZM VE HİZMET EKONOMİSİ",ROMENCE,3.400€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
CLUJ BABES BOLYAI ÜNİVERSİTESİ,,,3.015€,,,,
MATEMATİK,ROMENCE,3.000€,,,,,
BİLGİSAYAR BİLİMİ,ROMENCE İNGİLİZCE,4.000€ - 5.000€,,,,,
YAPAY ZEKA,İNGİLİZCE,5.000€,,,,,
BİLGİSAYAR MÜHENDİSLİĞİ,ROMENCE,5.000€,,,,,
FİZİK,ROMENCE,3.600€,,,,,
TIBBİ FİZİK,ROMENCE,3.600€,,,,,
FİZİK MÜHENDİSLİĞİ,ROMENCE,3.600€,,,,,
BİLGİSAYAR BİLİMİYLE FİZİK,ROMENCE,3.600€,,,,,
KİMYA,ROMENCE,4.500€,,,,,
KİMYA MÜHENDİSLİĞİ,ROMENCE,4.500€,,,,,
BİYOKİMYA MÜHENDİSLİĞİ,ROMENCE,4.500€,,,,,
BİYOLOJİ,ROMENCE,3.500€,,,,,
JEOLOJİ,ROMENCE,3.500€,,,,,
JEODEZİ MÜHENDİSLİĞİ,ROMENCE,3.500€,,,,,
EKOLOJİ MÜHENDİSLİĞİ,ROMENCE,3.500€,,,,,
EKOLOJİ VE ÇEVRE KORUMA,ROMENCE,3.500€,,,,,
BÖLGESEL PLANLAMA,ROMENCE,3.500€,,,,,
COĞRAFYA,ROMENCE,3.500€,,,,,
HİDROLOJİ VE METEROLOJİ,ROMENCE,3.500€,,,,,
ÇEVRE MÜHENDİSLİĞİ,ROMENCE,4.000€,,,,,
ÇEVRE BİLİMİ,ROMENCE,4.000€,,,,,
ÇEVRE YÖNETİMİ VE DENETİMİ,ROMENCE,4.000€,,,,,
HUKUK,ROMENCE,5.000€,,,,,
KLASİK FİLOLOJİ,ROMENCE,3.600€,,,,,
"İNGİLİZ, PORTEKİZ, ROMEN, KORE, JAPON,NORVEÇ DİLİ VE EDEBİYATI",ROMENCE,3.600€,,,,,
UYGULAMALI MODERN DİLLER,ROMENCE,3.600€,,,,,
KÜLTÜREL ÇALIŞMALAR,ROMENCE,3.600€,,,,,
FELSEFE,ROMENCE,3.000€,,,,,
ARKEOLOJİ,ROMENCE,3.000€,,,,,
ARŞİV ÇALIŞMALARI,ROMENCE,3.000€,,,,,
SANAT TARİHİ,ROMENCE,3.000€,,,,,
ULUSLARARASI İLİŞKİLER VE AVRUPA ÇALIŞMALARI,ROMENCE,3.000€,,,,,
KÜLTÜR TURİZMİ,ROMENCE,3.000€,,,,,
SOSYOLOJİ,ROMENCE,3.500€,,,,,
SOSYAL HİZMET,ROMENCE,3.500€,,,,,
PSİKOLOJİ,ROMENCE,4.500€,,,,,
PEDAGOJİ,ROMENCE,3.800€,,,,,
İLKÖĞRETİM VE OKUL ÖNCESİ EĞİTİM PEDAGOJİSİ,ROMENCE,6.400€,,,,,
İŞLETME VE BİLGİ SİSTEMLERİ,İNGİLİZCE,4.900€,,,,,
PAZARLAMA,ROMENCE,4.900€,,,,,
İŞLETME VE BİLGİ SİSTEMLERİ,İNGİLİZCE,4.900€,,,,,
FİNANS,ROMENCE,4.900€,,,,,
EKONOMİ VE ULUSLARARASI İLİŞKİLER,ROMENCE,4.900€,,,,,
EKONOMİ VE ULUSLARARASI İLİŞKİLER,ROMENCE,4.900€,,,,,
MUHASEBE,ROMENCE,4.900€,,,,,
"TİCARET, TURİZM VE HİZMET EKONOMİSİ",ROMENCE,4.900€,,,,,
KAMU YÖNETİMİ,ROMENCE,4.900€,,,,,
İLETİŞİM VE HALKLA İLİŞKİLER,ROMENCE,4.900€,,,,,
GAZETECİLİK,ROMENCE,4.900€,,,,,
REKLAMCILIK,ROMENCE,4.900€,,,,,
DİJİTAL MEDYA,ROMENCE,4.900€,,,,,
SİYASET BİLİMİ,ROMENCE,4.900€,,,,,
BEDEN EĞİTİMİ VE SPOR,ROMENCE,4.500€,,,,,
MÜZİK,ROMENCE,3.200€,,,,,
TİYATRO,ROMENCE,5.000€,,,,,
"SİNE, FOTOĞRAF VE MEDYA",ROMENCE,8.000€,,,,,
FİLM ÇALIŞMALARI,ROMENCE,5.000€,,,,,
OYUNCULUK,ROMENCE,6.500€,,,,,
YÖNETMENLİK,ROMENCE,6.500€,,,,,
MAKİNA MÜHENDİSLİĞİ,ROMENCE,3.000€,,,,,
ELEKTRİK MÜHENDİSLİĞİ,ROMENCE,3.000€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
CLUJ TEKNİK ÜNİVERSİTESİ,,,,,,,
BİLGİSAYAR BİLİMİ,İNGİLİZCE,2.700€,,,,,
BİLGİSAYAR MÜHENDİSLİĞİ,İNGİLİZCE,2.700€,,,,,
OTOMASYON VE KONTROL MÜHENDİSLİĞİ,İNGİLİZCE,2.700€,,,,,
ŞEHİR PLANLAMA,İNGİLİZCE,2.700€,,,,,
MİMARLIK,İNGİLİZCE,2.700€,,,,,
ROBOTİK,İNGİLİZCE,2.700€,,,,,
MAKİNA YAPIMI,ROMENCE,2.700€,,,,,
MEKATRONİK MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
İNŞAAT MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
MEKATRONİK MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
İNŞAAT MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
ULAŞTIRMA MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
MALZEME VE ÇEVRE MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
YAPI HİZMETLERİ MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,CLUJ Üniversitesi'nde Kayıt İçin Gerekli Evraklar
CLUJ NAPOCA TIP ÜNİVERSİTESİ,,,2.700€,,,,
TIP,İNGİLİZCE,10.000€,"İmam-hatıp, meslek lisesi, temel lise kabul edilmiyor.",,,,1.⁠ ⁠Tüm belgelerin orijinallerine apostil yapılması gerekmektedir.
DİŞ HEKİMLİĞİ,İNGİLİZCE,10.000€,,,,,2.⁠ ⁠Apostil işleminden sonra belgelerin noter tasdikli tercümeleri yapılmalıdır.
ECZACILIK,İNGİLİZCE,10.000€,,,,,3.⁠ ⁠Tercüme edilen belgelere tekrar apostil yapılmasına gerek yoktur.
HEMŞİRELİK,ROMENCE,3.500€,,,,,4.⁠ ⁠Öğrencinin hayatı boyunca almış olduğu tüm sertifikalar gereklidir.
RADYOLOJİ VE GÖRÜNTÜLEME,ROMENCE,3.500€,,,,,"Örneğin: takdir belgesi, yüzme sertifikası, ilk yardım sertifikası vb."
BESLENME DİYETİSYENLİK,ROMENCE,3.500€,,,,,Bu sertifikalara da noterli tercüme yapılması gerekmektedir.
,,,,,,,5.⁠ ⁠Öğrencinin CV hazirlamali ve  hazırladığı CV’de yer alan sertifikalar da eklenmelidir.
,,,,,,,6.⁠ ⁠Öğrenci tıp fakültesi başvurusu için İngilizce veya Türkçe bir mektup yazmalıdır. ing
,,,HAZIRLIK,,,,"7.⁠ ⁠Öğrenci, çeşitli doktorlardan tıp okumaya uygun olduğunu belirten referans mektupları almalıdır."
IAŞI G.ASACHI TEKNİK ÜNİVERSİTESİ,,,,,,,8.⁠ ⁠Öğrencinin geçmişte girmiş olduğu ÖSS sınav sonuçları sunulmalıdır.
İNŞAAT MÜHENDİSLİĞİ,ROMENCE,3.000€,,,,,"9.⁠ ⁠İngilizce eğitim almak isteyen öğrenciler için B2 seviyesinde TOEFL, IELTS veya Cambridge sertifikası zorunludur."
TELEKOMÜNİKASYON TEKNOLOJİLERİ VE SİSTEMLERİ,ROMENCE,3.500€,,,,,
ENDÜTRİYEL TASRIM,ROMENCE,2.430€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
GRIGORE T. POPA IAŞI TIP VE ECZACILIK ÜNİVERSİTESİ,,,4.000€,,,,
TIP,İNGİLİZCE,8.500€,,,,,
DİŞ HEKİMLİĞİ,İNGİLİZCE,8.500€,,,,,
ECZACILIK,İNGİLİZCE,7.500€,,,,,
TIBBİ BİYOMÜHENDİSLİK,ROMENCE,4.500€,,,,,
FİZYOTERAPİ VE REHABİLİTASYON,ROMENCE,3.500€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
KÖSTENCE OVİDİUS ÜNİVERSİTESİ,,,2.300€,,,,
TIP,ROMENCE İNGİLİZCE,7.500€,,,,,
DİŞ HEKİMLİĞİ,ROMENCE İNGİLİZCE,7.500€,,,,,
ECZACILIK,ROMENCE İNGİLİZCE,6.000€,,,,,
HİDROTEKNİK YAPILAR VE İNŞAATLAR,ROMENCE,3.000€,,,,,
HUKUK,ROMENCE,2.500€,,,,,
KAMU YÖNETİMİ,ROMENCE,2.500€,,,,,
BEDEN EĞİTİMİ VE SPOR ÖĞRETMENLİĞİ,ROMENCE,3.000€,,,,,
DENİZ EKİPMANLARI VE KURULUMU,ROMENCE,2.700€,,,,,
OTOMOTİV MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
ENDÜSTRİYEL GÜÇ MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
ENDÜSTRİYEL GÜÇ MÜHENDİSLİĞİNDE UYGULAMALI BİLİŞİM,ROMENCE,2.700€,,,,,
MAKİNA MÜHENDİSLİĞİ,ROMENCE,2.700€,,,,,
TARİH,ROMENCE,3.500€,,,,,
ULUSLARARASI İLİŞKİLER VE AVRUPA ÇALIŞMALARI,ROMENCE,3.500€,,,,,
SİYASET BİLİMİ,ROMENCE,3.500€,,,,,
FRANSIZ DİLİ VE EDEBİYATI,ROMENCE,2.700€,,,,,
İNGİLİZ DİLİ VE EDEBİYATI,ROMENCE,2.700€,,,,,
AMERİKAN ÇALIŞMALARI,İNGİLİZCE,2.700€,,,,,
GAZETECİLİK,ROMENCE,2.200€,,,,,
BİLİŞİM,ROMENCE,3.700€,,,,,
BİLGİSAYAR BİLİMİ,ROMENCE,3.700€,,,,,
PSİKOLOJİ,ROMENCE,3.200€,,,,,
İLKÖĞRETİM VE OKUL ÖNCESİ PEDAGOJİSİ,ROMENCE,3.200€,,,,,
ÖZEL PEDAGOJİ,ROMENCE,3.200€,,,,,
BİYOLOJİ,ROMENCE,2.700€,,,,,
TURİZM COĞRAFYASI,ROMENCE,2.700€,,,,,
COĞRAFYA ,ROMENCE,2.700€,,,,,
EKOLOJİ VE ÇEVRE KORUMA,ROMENCE,2.700€,,,,,
İŞLETME YÖNETİMİ,İNGİLİZCE,2.200€,,,,,
"TİCARET, TURİZM VE HİZMETLER EKONOMİSİ",ROMENCE,2.200€,,,,,
MUHASEBE VE FİNANSAL YÖNETİM,İNGİLİZCE,2.200€,,,,,
ULUSLARARASI İŞLETME FİNANS VE BANKACILIK,İNGİLİZCE,2.200€,,,,,
PAZARLAMA,İNGİLİZCE,2.200€,,,,,
İŞLETME ,İNGİLİZCE,2.200€,,,,,
,,,,,,,
,,,,,,,
,,,HAZIRLIK,,,,
KÖSTENCE DENİZCİLİK ÜNİVERSİTESİ,,,,,,,
NAVİGASYON VE DENİZYOLU TAŞIMACILIĞI,İNGİLİZCE,3.000€,,,,,
DENİZ MÜHENDİSLİĞİ,İNGİLİZCE,3.000€,,,,,
ELEKTRİK MÜHENDİSLİĞİ,ROMENCE,3.000€,,,,,
